2567,FB,2014-06-20,ORD,EWR,2014-06-20 16:02:00,2014-06-20 18:10:00,0,128,2014-06-20 17:58:00,1,116,2014-06-20 20:09:00,119,205,170,15
4560,FB,2012-05-28,EWR,ORD,2012-05-28 23:06:00,2012-05-29 01:51:00,0,165,2012-05-28 23:06:00,0,0,2012-05-29 01:22:00,-29,296,260,17
4560,FB,2012-06-06,EWR,ORD,2012-06-06 23:03:00,2012-06-07 01:52:00,0,169,2012-06-07 00:48:00,1,105,2012-06-07 03:47:00,115,193,149,15
2657,FB,2012-12-20,IAH,ORD,2012-12-20 23:46:00,2012-12-21 02:21:00,0,155,2012-12-20 23:46:00,0,0,2012-12-21 02:50:00,29,213,171,19
8592,FB,2014-03-19,EWR,ORD,2014-03-19 13:05:00,2014-03-19 15:42:00,0,157,2014-03-19 13:05:00,0,0,2014-03-19 15:59:00,17,204,153,17
8592,FB,2014-04-16,EWR,ORD,2014-04-16 17:00:00,2014-04-16 19:32:00,0,152,2014-04-16 17:00:00,0,0,2014-04-16 20:00:00,28,132,114,12
8592,FB,2014-05-18,EWR,ORD,2014-05-18 13:00:00,2014-05-18 15:39:00,0,159,2014-05-18 13:00:00,0,0,2014-05-18 15:36:00,-3,281,261,22
8592,FB,2014-08-03,EWR,ORD,2014-08-03 18:52:00,2014-08-03 21:15:00,0,143,2014-08-03 18:52:00,0,0,2014-08-03 20:52:00,-23,115,101,9
8095,FB,2014-01-27,IAH,SFO,2014-01-28 01:24:00,2014-01-28 05:45:00,0,261,2014-01-28 01:24:00,0,0,2014-01-28 05:38:00,-7,202,178,12
7648,FB,2013-05-13,LAX,ORD,2013-05-13 13:52:00,2013-05-13 17:54:00,0,242,2013-05-13 13:52:00,0,0,2013-05-13 18:18:00,24,291,235,13
7976,FB,2012-06-04,EWR,MIA,2012-06-04 16:30:00,2012-06-04 19:25:00,0,175,2012-06-04 16:30:00,0,0,2012-06-04 19:02:00,-23,173,145,10
9268,FB,2013-12-23,SFO,ORD,2013-12-23 19:05:00,2013-12-23 23:18:00,0,253,2013-12-23 19:05:00,0,0,2013-12-23 23:18:00,0,140,122,7
8744,FB,2013-02-23,LAX,ORD,2013-02-23 14:00:00,2013-02-23 18:01:00,0,241,2013-02-23 14:06:00,1,6,2013-02-23 17:47:00,-14,221,178,19
8744,FB,2014-01-24,IAH,MSY,2014-01-24 13:19:00,2014-01-24 14:23:00,0,64,2014-01-24 13:19:00,0,0,2014-01-24 14:21:00,-2,299,291,25
6561,FB,2012-09-11,ORD,LAX,2012-09-11 20:31:00,2012-09-12 00:43:00,0,252,2012-09-11 20:37:00,1,6,2012-09-12 01:27:00,44,101,79,6
6561,FB,2012-09-27,ORD,LAX,2012-09-27 20:31:00,2012-09-28 00:43:00,0,252,2012-09-27 20:31:00,0,0,2012-09-28 01:02:00,19,203,180,17
6561,FB,2012-10-01,ORD,LAX,2012-10-01 20:31:00,2012-10-02 00:43:00,0,252,2012-10-01 23:22:00,1,171,2012-10-02 03:41:00,178,176,155,8
6561,FB,2014-04-15,CUN,EWR,2014-04-15 17:05:00,2014-04-15 21:00:00,0,235,2014-04-15 17:05:00,0,0,2014-04-15 21:10:00,10,265,218,25
6561,FB,2014-04-16,CUN,EWR,2014-04-16 17:05:00,2014-04-16 21:00:00,0,235,2014-04-16 17:54:00,1,49,2014-04-16 22:14:00,74,160,130,11
9608,FB,2014-04-11,EWR,CUN,2014-04-11 12:00:00,2014-04-11 16:10:00,0,250,2014-04-11 12:00:00,0,0,2014-04-11 16:08:00,-2,295,290,16
5946,FB,2012-11-11,CUN,EWR,2012-11-11 19:20:00,2012-11-11 23:28:00,0,248,2012-11-11 19:20:00,0,0,2012-11-11 23:24:00,-4,118,98,5
5946,FB,2014-09-01,CUN,EWR,2014-09-01 18:34:00,2014-09-01 22:28:00,0,234,2014-09-01 18:34:00,0,0,2014-09-01 22:06:00,-22,132,99,10
3612,FB,2012-11-08,EWR,CUN,2012-11-08 13:55:00,2012-11-08 18:35:00,0,280,2012-11-08 13:55:00,0,0,2012-11-08 18:41:00,6,237,177,14
3612,FB,2014-04-12,EWR,CUN,2014-04-12 13:25:00,2014-04-12 17:35:00,0,250,2014-04-12 13:25:00,0,0,2014-04-12 18:03:00,28,235,179,16
3612,FB,2014-08-28,EWR,CUN,2014-08-28 13:15:00,2014-08-28 17:35:00,0,260,2014-08-28 13:15:00,0,0,2014-08-28 17:23:00,-12,272,219,18
6005,FB,2014-02-03,ORD,LAX,2014-02-04 00:32:00,2014-02-04 05:03:00,0,271,2014-02-04 00:32:00,0,0,2014-02-04 05:13:00,10,100,81,5
6005,FB,2014-04-15,CUN,EWR,2014-04-15 19:49:00,2014-04-15 23:44:00,0,235,2014-04-15 19:49:00,0,0,2014-04-15 23:42:00,-2,251,240,13
6005,FB,2014-07-25,CUN,EWR,2014-07-25 19:49:00,2014-07-25 23:44:00,0,235,2014-07-25 19:49:00,0,0,2014-07-25 23:35:00,-9,111,83,9
2215,FB,2013-12-12,ORD,EWR,2013-12-13 03:00:00,2013-12-13 05:04:00,0,124,2013-12-13 03:00:00,0,0,2013-12-13 04:46:00,-18,271,231,18
2215,FB,2014-05-20,SFO,LAX,2014-05-21 03:39:00,2014-05-21 05:10:00,0,91,2014-05-21 03:42:00,1,3,2014-05-21 05:03:00,-7,165,145,8
2215,FB,2014-07-18,EWR,CUN,2014-07-18 14:44:00,2014-07-18 18:54:00,0,250,2014-07-18 14:44:00,0,0,2014-07-18 19:18:00,24,207,175,10
2632,FB,2013-10-18,EWR,CLE,2013-10-18 21:50:00,2013-10-18 23:31:00,0,101,2013-10-18 21:50:00,0,0,2013-10-18 23:06:00,-25,193,149,12
2632,FB,2014-01-05,EWR,CLE,2014-01-05 23:32:00,2014-01-06 01:24:00,0,112,2014-01-05 23:40:00,1,8,2014-01-06 01:59:00,35,289,250,21
2632,FB,2014-04-06,EWR,CLE,2014-04-06 18:45:00,2014-04-06 20:20:00,0,95,2014-04-06 18:45:00,0,0,2014-04-06 20:17:00,-3,154,145,8
2632,FB,2014-04-27,EWR,CLE,2014-04-27 18:49:00,2014-04-27 20:24:00,0,95,2014-04-27 18:49:00,0,0,2014-04-27 20:48:00,24,247,198,21
8867,FB,2014-04-12,EWR,CUN,2014-04-12 23:25:00,2014-04-13 03:35:00,0,250,2014-04-12 23:25:00,0,0,2014-04-13 03:57:00,22,280,259,26
8576,FB,2012-11-29,IAH,ORD,2012-11-29 22:28:00,2012-11-30 01:11:00,0,163,2012-11-29 22:28:00,0,0,2012-11-30 01:06:00,-5,292,249,23
2178,FB,2014-03-17,ORD,LAX,2014-03-17 22:07:00,2014-03-18 02:43:00,0,276,2014-03-17 22:07:00,0,0,2014-03-18 02:16:00,-27,233,216,23
8281,FB,2013-04-24,LAS,ORD,2013-04-25 06:30:00,2013-04-25 10:03:00,0,213,2013-04-25 07:17:00,1,47,2013-04-25 11:04:00,61,198,194,13
8281,FB,2014-02-09,LAX,SFO,2014-02-10 04:00:00,2014-02-10 05:30:00,0,90,2014-02-10 05:24:00,1,84,2014-02-10 07:03:00,93,294,259,19
9337,FB,2013-07-28,TPA,EWR,2013-07-28 13:00:00,2013-07-28 15:42:00,0,162,2013-07-28 13:00:00,0,0,2013-07-28 15:36:00,-6,138,114,10
6972,FB,2013-10-03,ORD,PDX,2013-10-03 17:00:00,2013-10-03 21:26:00,0,266,2013-10-03 17:00:00,0,0,2013-10-03 21:06:00,-20,180,175,18
6972,FB,2013-10-07,ORD,PDX,2013-10-07 17:00:00,2013-10-07 21:26:00,0,266,2013-10-07 19:40:00,1,160,2013-10-08 00:52:00,206,154,151,14
9068,FB,2013-12-06,ORD,SAN,2013-12-06 16:05:00,2013-12-06 20:27:00,0,262,2013-12-06 16:05:00,0,0,2013-12-06 20:24:00,-3,187,166,18
6590,FB,2014-01-14,MUC,EWR,2014-01-14 08:20:00,2014-01-14 17:50:00,0,570,2014-01-14 08:20:00,0,0,2014-01-14 17:38:00,-12,202,168,11
6590,FB,2014-06-13,MUC,EWR,2014-06-13 07:30:00,2014-06-13 16:35:00,0,545,2014-06-13 07:30:00,0,0,2014-06-13 16:12:00,-23,237,231,14
4043,FB,2013-04-08,ORD,EWR,2013-04-08 20:05:00,2013-04-08 22:16:00,0,131,2013-04-08 20:05:00,0,0,2013-04-08 21:46:00,-30,254,248,28
7153,FB,2013-02-26,EWR,PHX,2013-02-26 22:24:00,2013-02-27 04:00:00,0,336,2013-02-26 22:24:00,0,0,2013-02-27 03:46:00,-14,170,145,16
7153,FB,2013-10-15,IAD,ORD,2013-10-16 02:05:00,2013-10-16 03:58:00,0,113,2013-10-16 02:05:00,0,0,2013-10-16 03:28:00,-30,224,182,19
6493,FB,2013-12-30,ORD,EWR,2013-12-31 00:01:00,2013-12-31 02:13:00,0,132,2013-12-31 00:01:00,0,0,2013-12-31 01:45:00,-28,172,169,14
4363,FB,2012-04-22,MIA,EWR,2012-04-22 20:40:00,2012-04-22 23:55:00,0,195,2012-04-22 23:06:00,1,146,2012-04-23 03:45:00,230,218,186,14
4363,FB,2012-04-23,MIA,EWR,2012-04-23 20:45:00,2012-04-24 00:00:00,0,195,2012-04-23 20:45:00,0,0,2012-04-23 23:30:00,-30,129,102,12
5763,FB,2014-03-05,ORD,MCO,2014-03-05 16:33:00,2014-03-05 19:10:00,0,157,2014-03-05 16:44:00,1,11,2014-03-05 19:30:00,20,205,198,20
8766,FB,2012-04-22,EWR,SFO,2012-04-22 12:30:00,2012-04-22 18:58:00,0,388,2012-04-22 12:30:00,0,0,2012-04-22 19:11:00,13,117,108,5
6672,FB,2012-09-15,EWR,MIA,2012-09-15 10:35:00,2012-09-15 13:31:00,0,176,2012-09-15 10:37:00,1,2,2012-09-15 13:19:00,-12,229,198,23
6672,FB,2014-07-17,LAX,ORD,2014-07-17 21:15:00,2014-07-18 01:20:00,0,245,2014-07-17 21:15:00,0,0,2014-07-18 01:44:00,24,261,253,14
8479,FB,2014-01-22,LAX,DEN,2014-01-22 21:50:00,2014-01-23 00:10:00,0,140,2014-01-22 22:16:00,1,26,2014-01-23 00:21:00,11,157,118,6
1298,FB,2013-10-11,DEN,EWR,2013-10-11 17:15:00,2013-10-11 21:02:00,0,227,2013-10-11 17:15:00,0,0,2013-10-11 21:20:00,18,193,163,10
6890,FB,2013-01-27,LAS,EWR,2013-01-27 18:03:00,2013-01-27 23:10:00,0,307,2013-01-27 19:15:00,1,72,2013-01-28 01:10:00,120,281,232,27
6890,FB,2014-03-17,FLL,EWR,2014-03-17 23:53:00,2014-03-18 02:59:00,0,186,2014-03-18 01:25:00,1,92,2014-03-18 04:52:00,113,278,253,25
1501,FB,2012-09-10,EWR,ORD,2012-09-10 13:00:00,2012-09-10 15:37:00,0,157,2012-09-10 13:00:00,0,0,2012-09-10 15:57:00,20,282,281,14
1501,FB,2013-02-22,ORD,IAH,2013-02-22 18:09:00,2013-02-22 20:58:00,0,169,2013-02-22 18:19:00,1,10,2013-02-22 21:27:00,29,209,187,13
4337,FB,2012-06-23,ORD,EWR,2012-06-23 13:21:00,2012-06-23 15:29:00,0,128,2012-06-23 13:21:00,0,0,2012-06-23 15:56:00,27,103,87,8
2490,FB,2013-01-03,EWR,LHR,2013-01-03 22:55:00,2013-01-04 06:20:00,0,445,2013-01-03 22:55:00,0,0,2013-01-04 06:08:00,-12,243,195,12
2339,FB,2012-11-11,MIA,EWR,2012-11-11 15:00:00,2012-11-11 18:02:00,0,182,2012-11-11 15:00:00,0,0,2012-11-11 18:06:00,4,172,163,18
5498,FB,2013-01-07,IAH,LAX,2013-01-07 23:44:00,2013-01-08 03:30:00,0,226,2013-01-07 23:44:00,0,0,2013-01-08 03:45:00,15,275,217,16
5498,FB,2013-09-18,ANC,SEA,2013-09-18 08:39:00,2013-09-18 12:01:00,0,202,2013-09-18 09:06:00,1,27,2013-09-18 12:21:00,20,197,172,13
8376,FB,2013-01-04,ORD,EWR,2013-01-04 21:00:00,2013-01-04 23:11:00,0,131,2013-01-04 21:00:00,0,0,2013-01-04 23:01:00,-10,271,214,14
8376,FB,2013-07-28,ORD,LAX,2013-07-28 22:21:00,2013-07-29 02:45:00,0,264,2013-07-29 02:21:00,1,240,2013-07-29 06:45:00,240,180,153,16
9582,FB,2012-08-24,DEN,EWR,2012-08-24 14:17:00,2012-08-24 17:59:00,0,222,2012-08-24 14:17:00,0,0,2012-08-24 17:54:00,-5,275,261,28
9582,FB,2012-09-13,SFO,ORD,2012-09-13 19:55:00,2012-09-14 00:15:00,0,260,2012-09-13 19:55:00,0,0,2012-09-14 00:26:00,11,204,176,11
7165,FB,2013-02-09,MCO,EWR,2013-02-09 12:54:00,2013-02-09 15:30:00,0,156,2013-02-09 16:04:00,1,190,2013-02-09 19:17:00,227,174,136,10
7165,FB,2013-09-16,DEN,ANC,2013-09-17 01:20:00,2013-09-17 07:05:00,0,345,2013-09-17 01:20:00,0,0,2013-09-17 07:02:00,-3,153,125,14
7165,FB,2014-02-19,EWR,DEN,2014-02-19 11:59:00,2014-02-19 16:11:00,0,252,2014-02-19 11:59:00,0,0,2014-02-19 16:29:00,18,258,248,18
5642,FB,2012-12-21,ORD,EWR,2012-12-21 19:10:00,2012-12-21 21:32:00,0,142,2012-12-21 19:10:00,0,0,2012-12-21 22:01:00,29,234,208,15
2931,FB,2013-10-11,PDX,DEN,2013-10-11 14:02:00,2013-10-11 16:40:00,0,158,2013-10-11 14:02:00,0,0,2013-10-11 16:24:00,-16,274,250,19
1332,FB,2012-10-20,EWR,ORD,2012-10-20 11:59:00,2012-10-20 14:27:00,0,148,2012-10-20 11:59:00,0,0,2012-10-20 14:29:00,2,169,127,8
1332,FB,2013-09-14,LAX,SFO,2013-09-14 18:43:00,2013-09-14 20:20:00,0,97,2013-09-14 18:43:00,0,0,2013-09-14 20:25:00,5,222,206,17
6975,FB,2012-09-03,ORD,LAX,2012-09-03 20:31:00,2012-09-04 00:43:00,0,252,2012-09-03 20:40:00,1,9,2012-09-04 01:04:00,21,110,103,7
1861,FB,2012-11-04,IAH,ORD,2012-11-04 13:25:00,2012-11-04 15:56:00,0,151,2012-11-04 13:25:00,0,0,2012-11-04 15:57:00,1,254,246,18
2173,FB,2012-11-01,JFK,LAX,2012-11-01 10:00:00,2012-11-01 16:00:00,0,360,2012-11-01 12:05:00,1,125,2012-11-01 18:17:00,137,279,269,29
1834,FB,2012-06-26,EWR,LAS,2012-06-26 13:00:00,2012-06-26 18:41:00,0,341,2012-06-26 13:00:00,0,0,2012-06-26 18:36:00,-5,103,85,4
9179,FB,2013-05-20,ORD,EWR,2013-05-20 12:00:00,2013-05-20 14:05:00,0,125,2013-05-20 14:26:00,1,146,2013-05-20 17:12:00,187,284,218,11
7446,FB,2012-05-20,EWR,FLL,2012-05-20 17:20:00,2012-05-20 20:23:00,0,183,2012-05-20 17:20:00,0,0,2012-05-20 19:56:00,-27,229,210,11
7446,FB,2012-05-20,ORD,EWR,2012-05-20 12:00:00,2012-05-20 14:06:00,0,126,2012-05-20 12:48:00,1,48,2012-05-20 14:25:00,19,107,91,9
7446,FB,2012-10-14,EWR,ORD,2012-10-14 22:02:00,2012-10-15 00:46:00,0,164,2012-10-14 22:02:00,0,0,2012-10-15 01:08:00,22,254,210,23
7446,FB,2012-12-07,LAX,JFK,2012-12-07 19:00:00,2012-12-08 00:28:00,0,328,2012-12-07 19:00:00,0,0,2012-12-08 00:41:00,13,267,245,20
8409,FB,2012-04-06,EWR,ORD,2012-04-06 13:00:00,2012-04-06 15:35:00,0,155,2012-04-06 13:00:00,0,0,2012-04-06 15:48:00,13,286,281,29
3501,FB,2013-11-27,LAX,HNL,2013-11-28 00:00:00,2013-11-28 05:50:00,0,350,2013-11-28 00:00:00,0,0,2013-11-28 05:43:00,-7,185,150,10
6165,FB,2012-11-28,LAX,OGG,2012-11-28 17:04:00,2012-11-28 22:50:00,0,346,2012-11-28 17:04:00,0,0,2012-11-28 22:44:00,-6,275,259,15
4218,FB,2013-01-17,IAH,SLC,2013-01-18 03:04:00,2013-01-18 06:43:00,0,219,2013-01-18 04:14:00,1,70,2013-01-18 08:12:00,89,217,175,9
1365,FB,2013-06-19,LAX,ORD,2013-06-19 18:46:00,2013-06-19 22:47:00,0,241,2013-06-19 18:46:00,0,0,2013-06-19 22:26:00,-21,159,150,11
1365,FB,2013-11-06,LAS,SFO,2013-11-07 00:31:00,2013-11-07 02:12:00,0,101,2013-11-07 00:31:00,0,0,2013-11-07 02:08:00,-4,245,202,15
3404,FB,2014-03-13,ORD,SFO,2014-03-13 18:16:00,2014-03-13 22:57:00,0,281,2014-03-13 18:16:00,0,0,2014-03-13 23:07:00,10,148,135,9
3817,YG,2012-03-08,IAH,ORD,2012-03-08 22:59:00,2012-03-09 01:40:00,0,161,2012-03-08 22:59:00,0,0,2012-03-09 02:06:00,26,118,116,8
3817,YG,2012-03-15,IAH,ORD,2012-03-15 21:59:00,2012-03-16 00:40:00,0,161,2012-03-16 01:08:00,1,189,2012-03-16 04:24:00,224,219,190,19
3817,YG,2012-03-29,IAH,ORD,2012-03-29 21:59:00,2012-03-30 00:40:00,0,161,2012-03-29 21:59:00,0,0,2012-03-30 00:36:00,-4,220,183,20
3817,FB,2012-03-08,IAH,ORD,2012-03-08 22:59:00,2012-03-09 01:40:00,0,161,2012-03-08 22:59:00,0,0,2012-03-09 02:04:00,24,118,106,7
3817,FB,2012-03-15,IAH,ORD,2012-03-15 21:59:00,2012-03-16 00:40:00,0,161,2012-03-15 21:59:00,0,0,2012-03-16 01:05:00,25,165,145,10
3817,FB,2012-03-29,IAH,ORD,2012-03-29 21:59:00,2012-03-30 00:40:00,0,161,2012-03-29 21:59:00,0,0,2012-03-30 01:07:00,27,204,160,18
3817,FB,2013-09-30,EWR,DEN,2013-09-30 22:05:00,2013-10-01 02:28:00,0,263,2013-09-30 22:05:00,0,0,2013-10-01 02:48:00,20,107,84,9
7392,FB,2012-11-04,EWR,LHR,2012-11-05 02:59:00,2012-11-05 10:15:00,1,436,,,,,,251,221,25
3727,FB,2012-05-28,LAS,EWR,2012-05-28 18:17:00,2012-05-28 23:20:00,0,303,2012-05-28 18:17:00,0,0,2012-05-28 23:49:00,29,223,171,19
1632,FB,2012-09-28,ORD,EWR,2012-09-28 20:20:00,2012-09-28 22:38:00,0,138,2012-09-28 20:20:00,0,0,2012-09-28 22:34:00,-4,279,216,14
1632,FB,2013-08-24,EWR,SFO,2013-08-24 21:55:00,2013-08-25 04:33:00,1,398,,,,,,263,203,18
1632,FB,2014-03-13,CLE,EWR,2014-03-13 18:43:00,2014-03-13 20:34:00,0,111,2014-03-13 20:28:00,1,105,2014-03-13 22:26:00,112,227,205,12
9462,FB,2012-06-18,ANC,SEA,2012-06-19 01:03:00,2012-06-19 04:27:00,0,204,2012-06-19 01:03:00,0,0,2012-06-19 04:07:00,-20,118,107,8
9462,FB,2013-01-06,EWR,LAX,2013-01-06 14:20:00,2013-01-06 20:33:00,0,373,2013-01-06 14:20:00,0,0,2013-01-06 20:43:00,10,150,146,15
9334,FB,2012-08-18,EWR,ORD,2012-08-18 20:53:00,2012-08-18 23:35:00,0,162,2012-08-18 20:53:00,0,0,2012-08-18 23:47:00,12,255,196,14
9334,FB,2013-11-16,ORD,MCO,2013-11-16 12:08:00,2013-11-16 14:43:00,0,155,2013-11-16 12:08:00,0,0,2013-11-16 14:50:00,7,140,134,10
8792,FB,2012-11-04,IAH,EWR,2012-11-04 14:08:00,2012-11-04 17:27:00,0,199,2012-11-04 14:08:00,0,0,2012-11-04 17:16:00,-11,186,178,18
9581,FB,2013-02-03,PHX,EWR,2013-02-03 15:17:00,2013-02-03 20:00:00,0,283,2013-02-03 15:17:00,0,0,2013-02-03 20:09:00,9,128,109,7
9581,FB,2013-07-25,EWR,TPA,2013-07-25 14:00:00,2013-07-25 16:44:00,0,164,2013-07-25 14:00:00,0,0,2013-07-25 16:52:00,8,171,152,8
9581,FB,2013-07-26,EWR,TPA,2013-07-26 14:00:00,2013-07-26 16:44:00,0,164,2013-07-26 14:03:00,1,3,2013-07-26 17:17:00,33,300,229,21
8086,FB,2013-09-14,LAX,EWR,2013-09-14 20:00:00,2013-09-15 01:17:00,0,317,2013-09-14 21:44:00,1,104,2013-09-15 03:05:00,108,212,192,10
3348,FB,2013-12-20,ORD,SFO,2013-12-20 15:48:00,2013-12-20 20:33:00,0,285,2013-12-20 15:48:00,0,0,2013-12-20 20:54:00,21,280,243,21
9106,FB,2012-08-29,HNL,LAX,2012-08-29 22:30:00,2012-08-30 03:59:00,0,329,2012-08-29 22:30:00,0,0,2012-08-30 04:03:00,4,229,191,12
9106,FB,2012-08-30,HNL,LAX,2012-08-30 22:30:00,2012-08-31 03:59:00,0,329,2012-08-30 22:30:00,0,0,2012-08-31 04:01:00,2,221,208,13
1314,FB,2012-07-08,ORD,EWR,2012-07-08 21:12:00,2012-07-08 23:37:00,0,145,2012-07-08 21:12:00,0,0,2012-07-08 23:55:00,18,181,153,15
1314,FB,2012-10-07,ORD,EWR,2012-10-07 22:32:00,2012-10-08 00:57:00,0,145,2012-10-07 22:32:00,0,0,2012-10-08 01:09:00,12,145,117,10
2358,FB,2012-09-27,HNL,LAX,2012-09-28 08:54:00,2012-09-28 14:35:00,0,341,2012-09-28 08:54:00,0,0,2012-09-28 14:28:00,-7,114,111,12
5668,FB,2012-06-25,EWR,LAS,2012-06-25 22:15:00,2012-06-26 03:47:00,0,332,2012-06-25 22:15:00,0,0,2012-06-26 03:53:00,6,259,245,22
5668,FB,2013-10-14,ORD,RDU,2013-10-15 00:11:00,2013-10-15 02:12:00,0,121,2013-10-15 00:11:00,0,0,2013-10-15 01:59:00,-13,192,157,15
5668,FB,2014-04-01,IAH,ORD,2014-04-01 12:10:00,2014-04-01 14:45:00,0,155,2014-04-01 12:10:00,0,0,2014-04-01 15:11:00,26,141,109,6
5638,FB,2013-01-28,EWR,ORD,2013-01-28 12:00:00,2013-01-28 14:36:00,0,156,2013-01-28 12:00:00,0,0,2013-01-28 14:26:00,-10,240,190,17
5638,FB,2013-04-18,EWR,ORD,2013-04-18 11:54:00,2013-04-18 14:25:00,0,151,2013-04-18 13:17:00,1,83,2013-04-18 15:50:00,85,225,202,20
5638,FB,2013-12-21,EWR,ORD,2013-12-21 12:59:00,2013-12-21 15:33:00,0,154,2013-12-21 16:23:00,1,204,2013-12-21 19:10:00,217,193,183,15
9594,FB,2012-05-26,LAX,LAS,2012-05-27 03:49:00,2012-05-27 04:56:00,0,67,2012-05-27 04:01:00,1,12,2012-05-27 05:08:00,12,247,239,20
9594,FB,2012-09-18,EWR,LAX,2012-09-18 21:59:00,2012-09-19 04:05:00,0,366,2012-09-18 21:59:00,0,0,2012-09-19 03:57:00,-8,286,221,23
9594,FB,2012-09-24,EWR,LAX,2012-09-24 21:59:00,2012-09-25 04:05:00,0,366,2012-09-24 21:59:00,0,0,2012-09-25 04:28:00,23,282,265,21
9594,FB,2012-10-01,EWR,LAX,2012-10-01 21:59:00,2012-10-02 04:05:00,0,366,2012-10-01 21:59:00,0,0,2012-10-02 03:49:00,-16,290,247,21
9594,FB,2012-10-02,EWR,LAX,2012-10-02 21:59:00,2012-10-03 04:05:00,0,366,2012-10-02 21:59:00,0,0,2012-10-03 03:41:00,-24,152,118,7
9594,FB,2012-10-03,EWR,LAX,2012-10-03 21:59:00,2012-10-04 04:03:00,0,364,2012-10-03 21:59:00,0,0,2012-10-04 03:51:00,-12,194,154,13
9594,FB,2013-09-08,EWR,LAX,2013-09-08 22:00:00,2013-09-09 04:04:00,0,364,2013-09-08 22:14:00,1,14,2013-09-09 04:11:00,7,278,233,27
