02A6A6,2013-01-12,000365709222,2013-01-13 03:12:38.000,2013-03-30 01:38:30.000,5950,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:45:00,LAX,HNL,P,F,2,NV,2,0,1
02A6A6,2013-01-12,000365709222,2013-01-13 03:12:38.000,2013-03-30 01:38:30.000,2017,FB,2013-11-27,2013-11-27 20:00:00,2013-11-28 01:54:00,EWR,LAX,P,F,2,NV,1,2,0
02A6A6,2013-01-12,000365709222,2013-03-30 01:38:30.000,2013-04-20 03:51:58.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,NV,4,0,0
02A6A6,2013-01-12,000365709222,2013-03-30 01:38:30.000,2013-04-20 03:51:58.000,5950,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:45:00,LAX,HNL,P,F,2,HL,2,0,0
02A6A6,2013-01-12,000365709222,2013-03-30 01:38:30.000,2013-04-20 03:51:58.000,2017,FB,2013-11-27,2013-11-27 20:00:00,2013-11-28 01:54:00,EWR,LAX,P,F,2,NV,1,0,0
02A6A6,2013-01-12,000365709222,2013-03-30 01:38:30.000,2013-04-20 03:51:58.000,9534,FB,2013-11-27,2013-11-28 00:45:00,2013-11-28 06:35:00,LAX,HNL,P,F,2,QP,3,0,0
02A6A6,2013-01-12,000365709222,2013-04-20 03:51:58.000,2013-04-20 20:31:38.000,3501,FB,2013-11-27,2013-11-28 00:00:00,2013-11-28 05:50:00,LAX,HNL,P,F,2,QP,4,0,0
02A6A6,2013-01-12,000365709222,2013-04-20 03:51:58.000,2013-04-20 20:31:38.000,9534,FB,2013-11-27,2013-11-28 00:45:00,2013-11-28 06:35:00,LAX,HNL,P,F,2,HL,3,0,0
02A6A6,2013-01-12,000365709222,2013-04-20 03:51:58.000,2013-06-22 03:25:12.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,NV,5,0,0
02A6A6,2013-01-12,000365709222,2013-04-20 03:51:58.000,2013-06-22 03:43:19.000,5950,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:45:00,LAX,HNL,P,F,2,HL,2,0,0
02A6A6,2013-01-12,000365709222,2013-04-20 03:51:58.000,2013-06-22 03:43:19.000,2017,FB,2013-11-27,2013-11-27 20:00:00,2013-11-28 01:54:00,EWR,LAX,P,F,2,NV,1,0,0
02A6A6,2013-01-12,000365709222,2013-04-20 20:31:38.000,2013-06-22 03:25:12.000,3501,FB,2013-11-27,2013-11-28 00:00:00,2013-11-28 05:50:00,LAX,HNL,P,F,2,QP,4,0,0
02A6A6,2013-01-12,000365709222,2013-04-20 20:31:38.000,2013-06-22 03:25:12.000,9534,FB,2013-11-27,2013-11-28 00:45:00,2013-11-28 06:35:00,LAX,HNL,P,F,2,HL,3,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:25:12.000,2013-06-22 03:43:19.000,3501,FB,2013-11-27,2013-11-28 00:00:00,2013-11-28 05:50:00,LAX,HNL,P,F,2,HL,4,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:25:12.000,2013-06-22 03:43:19.000,3501,FB,2013-11-27,2013-11-28 00:15:00,2013-11-28 06:19:00,LAX,HNL,P,F,2,QP,5,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:25:12.000,2013-06-22 03:43:19.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,NV,6,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:25:12.000,2013-06-22 03:43:19.000,9534,FB,2013-11-27,2013-11-28 00:45:00,2013-11-28 06:35:00,LAX,HNL,P,F,2,HL,3,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:43:19.000,2013-06-22 20:22:55.000,3501,FB,2013-11-27,2013-11-28 00:00:00,2013-11-28 05:50:00,LAX,HNL,P,F,2,HL,5,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:43:19.000,2013-06-22 20:22:55.000,3501,FB,2013-11-27,2013-11-28 00:15:00,2013-11-28 06:19:00,LAX,HNL,P,F,2,QP,6,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:43:19.000,2013-06-22 20:22:55.000,5950,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:45:00,LAX,HNL,P,F,2,HL,3,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:43:19.000,2013-06-22 20:22:55.000,2017,FB,2013-11-27,2013-11-27 20:00:00,2013-11-28 01:54:00,EWR,LAX,P,F,2,HL,1,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:43:19.000,2013-06-22 20:22:55.000,2017,FB,2013-11-27,2013-11-27 20:00:00,2013-11-28 02:24:00,EWR,LAX,P,F,2,QP,2,0,0
02A6A6,2013-01-12,000365709222,2013-06-22 03:43:19.000,2013-07-06 18:43:30.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,NV,7,0,0
02A6A6,2013-01-12,000365709222,2013-07-06 18:43:30.000,2013-07-06 18:43:30.001,9380,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:44:00,SFO,HNL,P,F,2,TV,2,0,1
02A6A6,2013-01-12,000365709222,2013-07-06 18:43:30.000,2013-07-06 18:43:30.001,8926,FB,2013-11-27,2013-11-27 19:45:00,2013-11-28 02:16:00,EWR,SFO,P,F,2,TV,1,2,0
02A6A6,2013-01-12,000365709222,2013-07-06 18:43:30.000,2013-08-10 02:09:51.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,NV,3,0,0
02A6A6,2013-01-12,000365709222,2013-07-06 18:43:30.001,2013-08-10 02:09:51.000,9380,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:44:00,SFO,HNL,P,F,2,NV,2,0,1
02A6A6,2013-01-12,000365709222,2013-07-06 18:43:30.001,2013-08-10 02:09:51.000,8926,FB,2013-11-27,2013-11-27 19:45:00,2013-11-28 02:16:00,EWR,SFO,P,F,2,NV,1,2,0
02A6A6,2013-01-12,000365709222,2013-08-10 02:09:51.000,2013-08-10 02:41:06.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,HL,3,0,0
02A6A6,2013-01-12,000365709222,2013-08-10 02:09:51.000,2013-08-10 02:41:06.000,2778,FB,2013-11-30,2013-12-01 07:25:00,2013-12-01 17:02:00,HNL,EWR,P,J,2,QP,4,0,0
02A6A6,2013-01-12,000365709222,2013-08-10 02:09:51.000,2013-08-10 02:41:06.000,9380,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:44:00,SFO,HNL,P,F,2,NV,2,0,1
02A6A6,2013-01-12,000365709222,2013-08-10 02:09:51.000,2013-08-10 02:41:06.000,8926,FB,2013-11-27,2013-11-27 19:45:00,2013-11-28 02:16:00,EWR,SFO,P,F,2,NV,1,2,0
02A6A6,2013-01-12,000365709222,2013-08-10 02:41:06.000,2013-09-28 06:09:40.000,2778,FB,2013-11-30,2013-12-01 07:10:00,2013-12-01 16:50:00,HNL,EWR,P,F,2,HL,4,0,0
02A6A6,2013-01-12,000365709222,2013-08-10 02:41:06.000,2013-09-28 06:09:40.000,2778,FB,2013-11-30,2013-12-01 07:25:00,2013-12-01 17:02:00,HNL,EWR,P,J,2,QP,5,0,0
02A6A6,2013-01-12,000365709222,2013-08-10 02:41:06.000,2013-09-28 06:09:40.000,1198,FB,2013-11-27,2013-11-27 19:32:00,2013-11-28 01:59:00,EWR,SFO,P,F,2,QP,2,3,0
02A6A6,2013-01-12,000365709222,2013-08-10 02:41:06.000,2013-09-28 06:09:40.000,9380,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:44:00,SFO,HNL,P,F,2,NV,3,0,2
02A6A6,2013-01-12,000365709222,2013-08-10 02:41:06.000,2013-09-28 06:09:40.000,8926,FB,2013-11-27,2013-11-27 19:45:00,2013-11-28 02:16:00,EWR,SFO,P,F,2,HL,1,0,0
02A6A6,2013-01-12,000365709222,2013-09-28 06:09:40.000,2013-10-26 04:04:11.000,9380,FB,2013-11-27,2013-11-28 03:00:00,2013-11-28 08:41:00,SFO,HNL,P,F,2,NV,4,0,2
02A6A6,2013-01-12,000365709222,2013-10-26 04:04:11.000,2013-11-10 05:35:44.000,2778,FB,2013-11-30,2013-12-01 07:25:00,2013-12-01 17:02:00,HNL,EWR,P,J,2,NV,3,0,0
02A6A6,2013-01-12,000365709222,2013-11-10 05:35:44.000,2013-11-10 05:36:19.000,4778,FB,2013-11-27,2013-11-27 14:30:00,2013-11-28 01:30:00,EWR,HNL,Y,Y,2,TV,1,0,0
02A6A6,2013-01-12,000365709222,2013-11-10 05:35:44.000,2013-11-22 17:51:03.000,2778,FB,2013-11-30,2013-12-01 07:25:00,2013-12-01 17:02:00,HNL,EWR,P,J,2,NV,2,0,0
02A6A6,2013-01-12,000365709222,2013-11-10 05:37:16.000,2013-11-10 05:37:31.000,4778,FB,2013-11-27,2013-11-27 14:30:00,2013-11-28 01:30:00,EWR,HNL,P,F,2,TV,1,0,0
02A6A6,2013-01-12,000365709222,2013-11-10 05:37:31.000,2013-11-22 17:51:03.000,4778,FB,2013-11-27,2013-11-27 14:30:00,2013-11-28 01:30:00,EWR,HNL,P,F,2,NV,1,0,0
02ACC2,2012-04-09,000365709222,2012-04-09 17:40:05.000,2012-04-09 17:43:04.000,2778,FB,2012-05-27,2012-05-28 05:30:00,2012-05-28 15:10:00,HNL,EWR,P,F,2,TV,3,0,0
02ACC2,2012-04-09,000365709222,2012-04-09 17:40:05.000,2012-04-09 17:43:04.000,4311,FB,2012-05-25,2012-05-25 15:40:00,2012-05-25 21:34:00,LAX,HNL,P,F,2,TV,2,0,1
02ACC2,2012-04-09,000365709222,2012-04-09 17:40:05.000,2012-04-09 17:43:04.000,3725,FB,2012-05-24,2012-05-25 01:00:00,2012-05-25 07:30:00,JFK,LAX,F,F,2,TV,1,2,0
02ACC2,2012-04-09,000365709222,2012-04-09 17:43:04.000,2012-05-23 13:14:02.000,2778,FB,2012-05-27,2012-05-28 05:30:00,2012-05-28 15:10:00,HNL,EWR,P,F,2,NV,3,0,0
02ACC2,2012-04-09,000365709222,2012-04-09 17:43:04.000,2012-05-23 13:14:02.000,4311,FB,2012-05-25,2012-05-25 15:40:00,2012-05-25 21:34:00,LAX,HNL,P,F,2,NV,2,0,1
02ACC2,2012-04-09,000365709222,2012-04-09 17:43:04.000,2012-05-23 13:14:02.000,3725,FB,2012-05-24,2012-05-25 01:00:00,2012-05-25 07:30:00,JFK,LAX,F,F,2,NV,1,2,0
034C7D,2013-10-05,000365709222,2013-10-05 12:25:09.000,2013-10-05 12:25:48.000,6972,FB,2013-10-07,2013-10-07 17:00:00,2013-10-07 21:26:00,ORD,PDX,P,F,1,TV,3,0,2
034C7D,2013-10-05,000365709222,2013-10-05 12:25:09.000,2013-10-05 12:25:48.000,9618,FB,2013-10-07,2013-10-07 06:45:00,2013-10-07 15:20:00,LHR,ORD,F,F,1,TV,2,3,1
034C7D,2013-10-05,000365709222,2013-10-05 12:25:09.000,2013-10-05 12:25:48.000,7127,FB,2013-10-06,2013-10-06 21:00:00,2013-10-07 04:55:00,ORD,LHR,F,F,1,TV,1,2,0
034C7D,2013-10-05,000365709222,2013-10-06 17:32:30.000,2013-10-06 17:33:24.000,6972,FB,2013-10-07,2013-10-07 17:00:00,2013-10-07 21:26:00,ORD,PDX,P,F,1,TV,3,0,2
034C7D,2013-10-05,000365709222,2013-10-06 17:32:30.000,2013-10-06 17:33:24.000,9618,FB,2013-10-07,2013-10-07 06:45:00,2013-10-07 15:20:00,LHR,ORD,F,F,1,TV,2,3,1
034C7D,2013-10-05,000365709222,2013-10-06 17:32:30.000,2013-10-06 17:33:24.000,7127,FB,2013-10-06,2013-10-06 21:00:00,2013-10-07 04:55:00,ORD,LHR,F,F,1,TV,1,2,0
034C7D,2013-10-05,000365709222,2013-10-07 14:38:39.000,2013-10-07 15:49:51.000,9729,FB,2013-10-07,2013-10-07 20:51:00,2013-10-08 01:17:00,ORD,PDX,Y,Y,1,TV,5,0,0
03A562,2012-12-05,000990013836,2012-12-05 01:26:02.000,2012-12-05 01:26:02.001,7285,FB,2013-03-14,2013-03-15 01:06:00,2013-03-15 03:14:00,CID,DEN,Y,G,1,TV,1,0,0
03A562,2012-12-05,000990013836,2012-12-05 01:26:02.001,2013-03-13 13:11:04.000,7285,FB,2013-03-14,2013-03-15 01:06:00,2013-03-15 03:14:00,CID,DEN,Y,G,1,NV,1,0,0
03CC76,2012-04-15,000365709222,2012-04-16 02:21:59.000,2012-04-16 02:22:21.000,7858,FB,2012-04-16,2012-04-16 14:20:00,2012-04-16 23:26:00,LHR,ORD,F,F,1,TV,3,0,2
03CC76,2012-04-15,000365709222,2012-04-16 02:22:21.000,2012-04-16 02:27:23.000,7858,FB,2012-04-16,2012-04-16 14:20:00,2012-04-16 23:26:00,LHR,ORD,F,F,1,NV,3,0,2
03CC76,2012-04-15,000365709222,2012-04-16 02:27:23.000,2012-04-16 02:29:58.000,9761,FB,2012-04-16,2012-04-16 11:20:00,2012-04-16 20:26:00,LHR,ORD,Y,Y,1,TV,3,0,2
03CC76,2012-04-15,000365709222,2012-04-16 02:32:50.000,2012-04-16 02:33:16.000,9761,FB,2012-04-16,2012-04-16 11:20:00,2012-04-16 20:26:00,LHR,ORD,F,F,1,TV,3,0,2
03CC76,2012-04-15,000365709222,2012-04-16 02:34:09.000,2012-04-16 02:34:38.000,7858,FB,2012-04-16,2012-04-16 14:20:00,2012-04-16 23:26:00,LHR,ORD,F,F,1,TV,4,0,0
03E034,2013-12-31,000365709222,2013-12-31 18:00:43.000,2013-12-31 18:01:25.000,3639,FB,2014-01-02,2014-01-02 14:49:00,2014-01-02 19:27:00,ORD,SEA,P,F,1,TV,1,0,0
04481E,2012-11-28,000950169665,2012-11-28 03:05:41.000,2012-11-28 03:05:41.001,9797,FB,2013-01-05,2013-01-05 15:43:00,2013-01-05 19:21:00,ORD,SLC,Y,W,1,TV,1,0,0
04481E,2012-11-28,000950169665,2012-11-28 03:05:41.000,2012-11-28 03:05:41.001,5742,FB,2013-01-10,2013-01-10 20:00:00,2013-01-10 23:05:00,SLC,ORD,Y,K,1,TV,2,0,0
04481E,2012-11-28,000950169665,2012-11-28 03:05:41.001,2012-12-01 09:45:39.000,5742,FB,2013-01-10,2013-01-10 20:00:00,2013-01-10 23:05:00,SLC,ORD,Y,K,1,NV,2,0,0
04481E,2012-11-28,000950169665,2013-01-01 15:45:11.000,2013-01-01 15:45:11.001,9797,FB,2013-01-05,2013-01-05 15:43:00,2013-01-05 19:21:00,ORD,SLC,P,R,1,TV,1,0,0
04481E,2012-11-28,000950169665,2013-01-05 00:36:44.000,2013-01-05 00:36:46.000,1201,FB,2013-01-10,2013-01-10 20:00:00,2013-01-10 23:11:00,SLC,ORD,Y,U,1,TV,1,0,0
04481E,2012-11-28,000950169665,2013-01-06 20:06:41.000,2013-01-06 20:06:41.001,1201,FB,2013-01-10,2013-01-10 20:00:00,2013-01-10 23:11:00,SLC,ORD,P,R,1,TV,1,0,0
04D002,2012-11-02,000365709222,2012-11-02 21:58:39.000,2012-11-02 21:58:40.000,3045,FB,2012-11-03,2012-11-03 21:15:00,2012-11-03 23:30:00,IAD,ORD,F,A,1,TV,1,0,0
04D002,2012-11-02,000365709222,2012-11-03 20:19:28.000,2012-11-03 20:25:28.000,3045,FB,2012-11-03,2012-11-03 21:15:00,2012-11-03 23:30:00,IAD,ORD,F,F,1,TV,1,0,0
